relationship_id,source_id,target_id,relationship_type,weight,first_seen,last_seen,source_doc
REL-0000245,P-000091,P-000249,CALLED,0.0003,2026-07-26T00:07:00,2026-07-26T00:07:00,CDR
REL-0000246,P-000091,P-000250,CALLED,0.0002,2026-07-22T00:19:00,2026-07-22T00:19:00,CDR
REL-0000247,P-000091,P-000251,CALLED,0.0006,2026-08-03T00:02:00,2026-08-03T00:27:00,CDR
REL-0000248,P-000091,P-000252,CALLED,0.0002,2026-07-22T00:12:00,2026-07-22T00:12:00,CDR
REL-0000249,P-000091,P-000253,CALLED,0.0003,2026-07-25T00:30:00,2026-07-25T00:30:00,CDR
REL-0000250,P-000091,P-000254,CALLED,0.0008,2026-08-02T00:07:00,2026-08-02T00:19:00,CDR
REL-0000251,P-000091,P-000255,CALLED,0.0007,2026-08-04T00:25:00,2026-08-04T00:26:00,CDR
REL-0000252,P-000091,P-000256,CALLED,0.0007,2026-08-01T00:17:00,2026-08-01T00:24:00,CDR
REL-0000253,P-000091,P-000257,CALLED,0.0008,2026-08-04T00:06:00,2026-08-04T00:27:00,CDR
REL-0000254,P-000091,P-000258,CALLED,0.0007,2026-08-01T00:14:00,2026-08-01T00:25:00,CDR
REL-0000255,P-000091,P-000259,CALLED,0.0009,2026-08-05T00:08:00,2026-08-05T00:16:00,CDR
REL-0000256,P-000091,P-000260,CALLED,0.0006,2026-07-28T00:06:00,2026-07-28T00:12:00,CDR
REL-0000257,P-000091,P-000261,CALLED,0.0004,2026-07-21T00:08:00,2026-07-21T00:26:00,CDR
REL-0000258,P-000091,P-000262,CALLED,0.0005,2026-07-28T00:02:00,2026-07-28T00:18:00,CDR
REL-0000259,P-000091,P-000263,CALLED,0.0005,2026-07-23T00:08:00,2026-07-23T00:13:00,CDR
REL-0000260,P-000091,P-000264,CALLED,0.0008,2026-08-02T00:09:00,2026-08-02T00:21:00,CDR
REL-0000261,P-000091,P-000265,CALLED,0.0004,2026-07-25T00:09:00,2026-07-25T00:24:00,CDR
REL-0000262,P-000091,P-000266,CALLED,0.0003,2026-07-27T00:00:00,2026-07-27T00:00:00,CDR
REL-0000263,P-000091,P-000267,CALLED,0.0009,2026-08-05T00:12:00,2026-08-05T00:30:00,CDR
REL-0000264,P-000091,P-000268,CALLED,0.0003,2026-07-26T00:21:00,2026-07-26T00:21:00,CDR
REL-0000265,P-000091,P-000269,CALLED,0.0008,2026-08-02T00:00:00,2026-08-02T00:10:00,CDR
REL-0000266,P-000091,P-000270,CALLED,0.0007,2026-07-30T00:01:00,2026-07-30T00:30:00,CDR
REL-0000267,P-000091,P-000271,CALLED,0.0004,2026-08-03T00:18:00,2026-08-03T00:18:00,CDR
REL-0000268,P-000091,P-000272,CALLED,0.0006,2026-08-02T00:23:00,2026-08-02T00:29:00,CDR
REL-0000269,P-000091,P-000273,CALLED,0.0005,2026-07-26T00:06:00,2026-07-26T00:25:00,CDR
REL-0000270,P-000091,P-000274,CALLED,0.0007,2026-07-31T00:06:00,2026-07-31T00:09:00,CDR
REL-0000271,P-000091,P-000275,CALLED,0.0004,2026-08-01T00:06:00,2026-08-01T00:06:00,CDR
REL-0000272,P-000091,P-000276,CALLED,0.0004,2026-07-21T00:09:00,2026-07-21T00:24:00,CDR
REL-0000273,P-000091,P-000277,CALLED,0.0007,2026-08-05T00:05:00,2026-08-05T00:19:00,CDR
REL-0000274,P-000091,P-000278,CALLED,0.0004,2026-07-22T00:00:00,2026-07-22T00:02:00,CDR
REL-0000275,P-000091,P-000279,CALLED,0.0005,2026-07-27T00:05:00,2026-07-27T00:26:00,CDR
REL-0000276,P-000091,P-000280,CALLED,0.0002,2026-07-23T00:17:00,2026-07-23T00:17:00,CDR
REL-0000277,P-000091,P-000281,CALLED,0.0004,2026-07-22T00:02:00,2026-07-22T00:09:00,CDR
REL-0000278,P-000091,P-000282,CALLED,0.0004,2026-07-23T00:17:00,2026-07-23T00:19:00,CDR
REL-0000279,P-000091,P-000283,CALLED,0.0004,2026-08-03T00:16:00,2026-08-03T00:16:00,CDR
REL-0000280,P-000091,P-000284,CALLED,0.0004,2026-07-23T00:05:00,2026-07-23T00:12:00,CDR
REL-0000281,P-000091,P-000285,CALLED,0.0004,2026-07-21T00:09:00,2026-07-21T00:28:00,CDR
REL-0000282,P-000091,P-000286,CALLED,0.0003,2026-07-31T00:14:00,2026-07-31T00:14:00,CDR
REL-0000283,P-000091,P-000287,CALLED,0.0007,2026-07-31T00:01:00,2026-07-31T00:11:00,CDR
REL-0000284,P-000091,P-000288,CALLED,0.0005,2026-07-26T00:03:00,2026-07-26T00:26:00,CDR
REL-0000285,P-000091,P-000289,CALLED,0.0003,2026-07-21T00:18:00,2026-07-21T00:20:00,CDR
REL-0000286,P-000091,P-000290,CALLED,0.0003,2026-07-27T00:09:00,2026-07-27T00:09:00,CDR
REL-0000287,P-000091,P-000291,CALLED,0.0004,2026-08-05T00:10:00,2026-08-05T00:10:00,CDR
REL-0000288,P-000091,P-000292,CALLED,0.0007,2026-07-31T00:06:00,2026-07-31T00:16:00,CDR
REL-0000289,P-000091,P-000293,CALLED,0.0003,2026-07-25T00:03:00,2026-07-25T00:03:00,CDR
REL-0000290,P-000091,P-000294,CALLED,0.0004,2026-08-01T00:10:00,2026-08-01T00:10:00,CDR
REL-0000291,P-000091,P-000295,CALLED,0.0005,2026-07-27T00:04:00,2026-07-27T00:30:00,CDR
REL-0000292,P-000091,P-000296,CALLED,0.0006,2026-08-02T00:07:00,2026-08-02T00:25:00,CDR
REL-0000293,P-000091,P-000297,CALLED,0.0005,2026-07-29T00:23:00,2026-07-29T00:25:00,CDR
REL-0000294,P-000091,P-000298,CALLED,0.0003,2026-07-21T00:13:00,2026-07-21T00:22:00,CDR
REL-0000295,P-000091,P-000299,CALLED,0.0008,2026-08-02T00:09:00,2026-08-02T00:15:00,CDR
REL-0000296,P-000091,P-000300,CALLED,0.0004,2026-08-03T00:18:00,2026-08-03T00:18:00,CDR
REL-0000297,P-000091,P-000301,CALLED,0.0007,2026-08-04T00:11:00,2026-08-04T00:19:00,CDR
REL-0000298,P-000091,P-000302,CALLED,0.0007,2026-08-05T00:17:00,2026-08-05T00:18:00,CDR
REL-0000299,P-000091,P-000303,CALLED,0.0008,2026-08-04T00:05:00,2026-08-04T00:27:00,CDR
REL-0000300,P-000091,P-000304,CALLED,0.0005,2026-07-30T00:01:00,2026-07-30T00:26:00,CDR
REL-0000301,P-000091,P-000305,CALLED,0.0004,2026-08-01T00:28:00,2026-08-01T00:28:00,CDR
REL-0000302,P-000091,P-000306,CALLED,0.0003,2026-07-25T00:07:00,2026-07-25T00:07:00,CDR
REL-0000303,P-000091,P-000307,CALLED,0.0006,2026-07-29T00:00:00,2026-07-29T00:22:00,CDR
REL-0000304,P-000091,P-000308,CALLED,0.0006,2026-07-28T00:19:00,2026-07-28T00:24:00,CDR
REL-0000305,P-000091,P-000309,CALLED,0.0004,2026-07-22T00:11:00,2026-07-22T00:25:00,CDR
REL-0000306,P-000091,P-000310,CALLED,0.0004,2026-07-22T00:00:00,2026-07-22T00:02:00,CDR
REL-0000307,P-000091,P-000311,CALLED,0.0006,2026-08-03T00:19:00,2026-08-03T00:28:00,CDR
REL-0000308,P-000091,P-000312,CALLED,0.0005,2026-07-29T00:03:00,2026-07-29T00:15:00,CDR
REL-0000309,P-000091,P-000313,CALLED,0.0008,2026-08-02T00:16:00,2026-08-02T00:19:00,CDR
REL-0000310,P-000091,P-000314,CALLED,0.0004,2026-08-04T00:01:00,2026-08-04T00:01:00,CDR
REL-0000311,P-000091,P-000315,CALLED,0.0007,2026-08-04T00:20:00,2026-08-04T00:25:00,CDR
REL-0000312,P-000091,P-000316,CALLED,0.0009,2026-08-05T00:10:00,2026-08-05T00:28:00,CDR
REL-0000313,P-000091,P-000317,CALLED,0.0009,2026-08-05T00:05:00,2026-08-05T00:30:00,CDR
REL-0000314,P-000091,P-000318,CALLED,0.0002,2026-07-21T00:11:00,2026-07-21T00:11:00,CDR
REL-0000315,P-000091,P-000319,CALLED,0.0004,2026-07-24T00:00:00,2026-07-24T00:13:00,CDR
REL-0000316,P-000091,P-000320,CALLED,0.0005,2026-07-25T00:18:00,2026-07-25T00:24:00,CDR
REL-0000317,P-000091,P-000321,CALLED,0.0004,2026-07-25T00:10:00,2026-07-25T00:12:00,CDR
REL-0000318,P-000091,P-000322,CALLED,0.0003,2026-07-27T00:07:00,2026-07-27T00:07:00,CDR
REL-0000319,P-000091,P-000323,CALLED,0.0008,2026-08-02T00:04:00,2026-08-02T00:30:00,CDR
REL-0000320,P-000091,P-000324,CALLED,0.0007,2026-07-31T00:08:00,2026-07-31T00:10:00,CDR
REL-0000321,P-000091,P-000325,CALLED,0.0006,2026-08-02T00:07:00,2026-08-02T00:25:00,CDR
REL-0000322,P-000091,P-000326,CALLED,0.0007,2026-07-30T00:01:00,2026-07-30T00:29:00,CDR
REL-0000323,P-000091,P-000327,CALLED,0.0004,2026-07-22T00:14:00,2026-07-22T00:18:00,CDR
REL-0000324,P-000091,P-000328,CALLED,0.0008,2026-08-02T00:07:00,2026-08-02T00:29:00,CDR
REL-0000325,P-000091,P-000329,CALLED,0.0006,2026-08-03T00:24:00,2026-08-03T00:24:00,CDR
REL-0000326,P-000091,P-000330,CALLED,0.0004,2026-07-23T00:00:00,2026-07-23T00:30:00,CDR
REL-0000327,P-000091,P-000331,CALLED,0.0006,2026-07-29T00:05:00,2026-07-29T00:16:00,CDR
REL-0000328,P-000091,P-000332,CALLED,0.0003,2026-07-25T00:14:00,2026-07-25T00:14:00,CDR
REL-0000329,P-000091,P-000333,CALLED,0.0006,2026-08-02T00:00:00,2026-08-02T00:18:00,CDR
REL-0000330,P-000091,P-000334,CALLED,0.0003,2026-07-27T00:04:00,2026-07-27T00:04:00,CDR
REL-0000331,P-000091,P-000335,CALLED,0.0006,2026-07-27T00:15:00,2026-07-27T00:30:00,CDR
REL-0000332,P-000091,P-000336,CALLED,0.0007,2026-08-01T00:03:00,2026-08-01T00:30:00,CDR
REL-0000333,P-000091,P-000337,CALLED,0.0005,2026-07-23T00:14:00,2026-07-23T00:29:00,CDR
REL-0000334,P-000002,P-000338,CALLED,3.0445,2026-08-04T00:00:00,2027-03-07T00:00:00,CDR
REL-0000335,P-000001,P-000339,CALLED,0.7484,2026-07-31T00:00:00,2026-12-07T00:00:00,CDR
REL-0000336,P-000002,P-000340,CALLED,0.8156,2026-08-01T00:00:00,2026-12-07T00:00:00,CDR
REL-0000337,P-000002,P-000341,CALLED,0.0094,2026-07-29T00:00:00,2026-09-17T00:00:00,CDR
REL-0000338,P-000003,P-000342,CALLED,1.7531,2026-07-27T00:00:00,2026-12-21T00:00:00,CDR
REL-0000339,P-000003,P-000343,CALLED,2.8904,2026-08-01T00:00:00,2027-01-01T00:00:00,CDR
REL-0000340,P-000003,P-000344,CALLED,1.0428,2026-08-07T00:00:00,2026-12-13T00:00:00,CDR
REL-0000341,P-000003,P-000345,CALLED,2.8904,2026-07-30T00:00:00,2027-02-02T00:00:00,CDR
REL-0000342,P-000001,P-000346,CALLED,0.9229,2026-08-02T00:00:00,2026-12-09T00:00:00,CDR
REL-0000343,P-000003,P-000347,CALLED,0.0031,2026-08-05T00:00:00,2026-08-31T00:00:00,CDR
REL-0000344,P-000003,P-000348,CALLED,0.0089,2026-08-04T00:00:00,2026-09-16T00:00:00,CDR
REL-0000345,ACC-000003,ACC-000004,TRANSACTED,0.0002,2026-08-01T12:00:00,2026-08-01T12:00:00,TRANSACTIONS
REL-0000346,ACC-000004,ACC-000005,TRANSACTED,0.0002,2026-08-01T12:10:00,2026-08-01T12:10:00,TRANSACTIONS
REL-0000347,ACC-000005,ACC-000006,TRANSACTED,0.0002,2026-08-01T12:22:00,2026-08-01T12:22:00,TRANSACTIONS
REL-0000348,ACC-000006,ACC-000001,TRANSACTED,0.0002,2026-08-01T12:47:00,2026-08-01T12:47:00,TRANSACTIONS
REL-0000349,ACC-000007,ACC-000008,TRANSACTED,0.0001,2026-07-21T13:00:00,2026-07-21T13:00:00,TRANSACTIONS
REL-0000350,ACC-000008,ACC-000009,TRANSACTED,0.0001,2026-07-21T13:37:00,2026-07-21T13:37:00,TRANSACTIONS
REL-0000351,ACC-000009,ACC-000001,TRANSACTED,0.0001,2026-07-21T13:56:00,2026-07-21T13:56:00,TRANSACTIONS
REL-0000352,ACC-000010,ACC-000011,TRANSACTED,0.0003,2026-08-04T09:00:00,2026-08-04T09:00:00,TRANSACTIONS
REL-0000353,ACC-000011,ACC-000012,TRANSACTED,0.0003,2026-08-04T09:17:00,2026-08-04T09:17:00,TRANSACTIONS
REL-0000354,ACC-000012,ACC-000001,TRANSACTED,0.0003,2026-08-04T09:33:00,2026-08-04T09:33:00,TRANSACTIONS
REL-0000355,ACC-000013,ACC-000014,TRANSACTED,0.0001,2026-07-25T21:00:00,2026-07-25T21:00:00,TRANSACTIONS
REL-0000356,ACC-000014,ACC-000015,TRANSACTED,0.0001,2026-07-25T21:38:00,2026-07-25T21:38:00,TRANSACTIONS
REL-0000357,ACC-000015,ACC-000001,TRANSACTED,0.0001,2026-07-25T22:00:00,2026-07-25T22:00:00,TRANSACTIONS
REL-0000358,ACC-000016,ACC-000017,TRANSACTED,0.0005,2026-08-11T10:00:00,2026-08-11T10:00:00,TRANSACTIONS
REL-0000359,ACC-000017,ACC-000018,TRANSACTED,0.0005,2026-08-11T10:04:00,2026-08-11T10:04:00,TRANSACTIONS
REL-0000360,ACC-000018,ACC-000019,TRANSACTED,0.0005,2026-08-11T10:06:00,2026-08-11T10:06:00,TRANSACTIONS
REL-0000361,ACC-000019,ACC-000020,TRANSACTED,0.0005,2026-08-11T10:40:00,2026-08-11T10:40:00,TRANSACTIONS
REL-0000362,ACC-000020,ACC-000001,TRANSACTED,0.0005,2026-08-11T11:02:00,2026-08-11T11:02:00,TRANSACTIONS
REL-0000363,ACC-000021,ACC-000022,TRANSACTED,0.0003,2026-08-05T20:00:00,2026-08-05T20:00:00,TRANSACTIONS
REL-0000364,ACC-000022,ACC-000023,TRANSACTED,0.0003,2026-08-05T20:14:00,2026-08-05T20:14:00,TRANSACTIONS
REL-0000365,ACC-000023,ACC-000024,TRANSACTED,0.0003,2026-08-05T20:22:00,2026-08-05T20:22:00,TRANSACTIONS
REL-0000366,ACC-000024,ACC-000001,TRANSACTED,0.0003,2026-08-05T20:37:00,2026-08-05T20:37:00,TRANSACTIONS
REL-0000367,ACC-000025,ACC-000026,TRANSACTED,0.0004,2026-08-07T14:00:00,2026-08-07T14:00:00,TRANSACTIONS
REL-0000368,ACC-000026,ACC-000027,TRANSACTED,0.0004,2026-08-07T14:35:00,2026-08-07T14:35:00,TRANSACTIONS
REL-0000369,ACC-000027,ACC-000028,TRANSACTED,0.0004,2026-08-07T14:41:00,2026-08-07T14:41:00,TRANSACTIONS
REL-0000370,ACC-000028,ACC-000001,TRANSACTED,0.0004,2026-08-07T14:50:00,2026-08-07T14:50:00,TRANSACTIONS
REL-0000371,ACC-000029,ACC-000030,TRANSACTED,0.0003,2026-08-04T11:00:00,2026-08-04T11:00:00,TRANSACTIONS
REL-0000372,ACC-000030,ACC-000031,TRANSACTED,0.0003,2026-08-04T11:30:00,2026-08-04T11:30:00,TRANSACTIONS
REL-0000373,ACC-000031,ACC-000001,TRANSACTED,0.0003,2026-08-04T11:57:00,2026-08-04T11:57:00,TRANSACTIONS
REL-0000374,ACC-000032,ACC-000033,TRANSACTED,0.0003,2026-08-04T19:00:00,2026-08-04T19:00:00,TRANSACTIONS
REL-0000375,ACC-000033,ACC-000034,TRANSACTED,0.0003,2026-08-04T19:22:00,2026-08-04T19:22:00,TRANSACTIONS
REL-0000376,ACC-000034,ACC-000001,TRANSACTED,0.0003,2026-08-04T19:40:00,2026-08-04T19:40:00,TRANSACTIONS
REL-0000377,ACC-000035,ACC-000036,TRANSACTED,0.0002,2026-07-23T12:00:00,2026-07-23T12:00:00,TRANSACTIONS
REL-0000378,ACC-000036,ACC-000037,TRANSACTED,0.0002,2026-07-23T12:08:00,2026-07-23T12:08:00,TRANSACTIONS
REL-0000379,ACC-000037,ACC-000001,TRANSACTED,0.0002,2026-07-23T12:47:00,2026-07-23T12:47:00,TRANSACTIONS
REL-0000380,ACC-000038,ACC-000039,TRANSACTED,0.0004,2026-08-11T12:00:00,2026-08-11T12:00:00,TRANSACTIONS
REL-0000381,ACC-000039,ACC-000040,TRANSACTED,0.0004,2026-08-11T12:22:00,2026-08-11T12:22:00,TRANSACTIONS
REL-0000382,ACC-000040,ACC-000001,TRANSACTED,0.0004,2026-08-11T12:34:00,2026-08-11T12:34:00,TRANSACTIONS
REL-0000383,ACC-000041,ACC-000042,TRANSACTED,0.0002,2026-07-27T10:00:00,2026-07-27T10:00:00,TRANSACTIONS
REL-0000384,ACC-000042,ACC-000043,TRANSACTED,0.0002,2026-07-27T10:44:00,2026-07-27T10:44:00,TRANSACTIONS
REL-0000385,ACC-000043,ACC-000044,TRANSACTED,0.0002,2026-07-27T11:29:00,2026-07-27T11:29:00,TRANSACTIONS
REL-0000386,ACC-000044,ACC-000001,TRANSACTED,0.0002,2026-07-27T11:49:00,2026-07-27T11:49:00,TRANSACTIONS
REL-0000387,ACC-000045,ACC-000046,TRANSACTED,0.0003,2026-08-06T21:00:00,2026-08-06T21:00:00,TRANSACTIONS
REL-0000388,ACC-000046,ACC-000047,TRANSACTED,0.0003,2026-08-06T21:04:00,2026-08-06T21:04:00,TRANSACTIONS
REL-0000389,ACC-000047,ACC-000001,TRANSACTED,0.0003,2026-08-06T21:26:00,2026-08-06T21:26:00,TRANSACTIONS
REL-0000390,ACC-000048,ACC-000049,TRANSACTED,0.0002,2026-07-23T11:00:00,2026-07-23T11:00:00,TRANSACTIONS
REL-0000391,ACC-000049,ACC-000050,TRANSACTED,0.0002,2026-07-23T11:16:00,2026-07-23T11:16:00,TRANSACTIONS
REL-0000392,ACC-000050,ACC-000051,TRANSACTED,0.0002,2026-07-23T11:37:00,2026-07-23T11:37:00,TRANSACTIONS
REL-0000393,ACC-000051,ACC-000001,TRANSACTED,0.0002,2026-07-23T12:02:00,2026-07-23T12:02:00,TRANSACTIONS
REL-0000394,ACC-000052,ACC-000053,TRANSACTED,0.0003,2026-08-06T17:00:00,2026-08-06T17:00:00,TRANSACTIONS
REL-0000395,ACC-000053,ACC-000054,TRANSACTED,0.0003,2026-08-06T17:23:00,2026-08-06T17:23:00,TRANSACTIONS
REL-0000396,ACC-000054,ACC-000055,TRANSACTED,0.0003,2026-08-06T17:29:00,2026-08-06T17:29:00,TRANSACTIONS
REL-0000397,ACC-000055,ACC-000001,TRANSACTED,0.0003,2026-08-06T17:57:00,2026-08-06T17:57:00,TRANSACTIONS
REL-0000398,ACC-000056,ACC-000057,TRANSACTED,0.0005,2026-08-17T21:00:00,2026-08-17T21:00:00,TRANSACTIONS
REL-0000399,ACC-000057,ACC-000058,TRANSACTED,0.0005,2026-08-17T21:21:00,2026-08-17T21:21:00,TRANSACTIONS
REL-0000400,ACC-000058,ACC-000059,TRANSACTED,0.0005,2026-08-17T21:46:00,2026-08-17T21:46:00,TRANSACTIONS
REL-0000401,ACC-000059,ACC-000001,TRANSACTED,0.0005,2026-08-17T22:19:00,2026-08-17T22:19:00,TRANSACTIONS
REL-0000402,ACC-000060,ACC-000061,TRANSACTED,0.0004,2026-08-13T17:00:00,2026-08-13T17:00:00,TRANSACTIONS
REL-0000403,ACC-000061,ACC-000062,TRANSACTED,0.0004,2026-08-13T17:26:00,2026-08-13T17:26:00,TRANSACTIONS
REL-0000404,ACC-000062,ACC-000063,TRANSACTED,0.0004,2026-08-13T17:31:00,2026-08-13T17:31:00,TRANSACTIONS
REL-0000405,ACC-000063,ACC-000001,TRANSACTED,0.0004,2026-08-13T17:40:00,2026-08-13T17:40:00,TRANSACTIONS
REL-0000406,ACC-000064,ACC-000065,TRANSACTED,0.0006,2026-08-18T17:00:00,2026-08-18T17:00:00,TRANSACTIONS
REL-0000407,ACC-000065,ACC-000066,TRANSACTED,0.0006,2026-08-18T17:41:00,2026-08-18T17:41:00,TRANSACTIONS
REL-0000408,ACC-000066,ACC-000067,TRANSACTED,0.0006,2026-08-18T18:11:00,2026-08-18T18:11:00,TRANSACTIONS
REL-0000409,ACC-000067,ACC-000001,TRANSACTED,0.0006,2026-08-18T18:46:00,2026-08-18T18:46:00,TRANSACTIONS
REL-0000410,ACC-000068,ACC-000069,TRANSACTED,0.0001,2026-07-22T09:00:00,2026-07-22T09:00:00,TRANSACTIONS
REL-0000411,ACC-000069,ACC-000070,TRANSACTED,0.0001,2026-07-22T09:37:00,2026-07-22T09:37:00,TRANSACTIONS
REL-0000412,ACC-000070,ACC-000001,TRANSACTED,0.0001,2026-07-22T09:52:00,2026-07-22T09:52:00,TRANSACTIONS
REL-0000413,ACC-000071,ACC-000072,TRANSACTED,0.0005,2026-08-13T11:00:00,2026-08-13T11:00:00,TRANSACTIONS
REL-0000414,ACC-000072,ACC-000073,TRANSACTED,0.0005,2026-08-13T11:11:00,2026-08-13T11:11:00,TRANSACTIONS
REL-0000415,ACC-000073,ACC-000074,TRANSACTED,0.0005,2026-08-13T11:25:00,2026-08-13T11:25:00,TRANSACTIONS
REL-0000416,ACC-000074,ACC-000075,TRANSACTED,0.0005,2026-08-13T11:47:00,2026-08-13T11:47:00,TRANSACTIONS
REL-0000417,ACC-000075,ACC-000001,TRANSACTED,0.0005,2026-08-13T12:10:00,2026-08-13T12:10:00,TRANSACTIONS
REL-0000418,ACC-000076,ACC-000077,TRANSACTED,0.0002,2026-07-22T13:00:00,2026-07-22T13:00:00,TRANSACTIONS
REL-0000419,ACC-000077,ACC-000078,TRANSACTED,0.0002,2026-07-22T13:33:00,2026-07-22T13:33:00,TRANSACTIONS
REL-0000420,ACC-000078,ACC-000079,TRANSACTED,0.0002,2026-07-22T14:02:00,2026-07-22T14:02:00,TRANSACTIONS
REL-0000421,ACC-000079,ACC-000001,TRANSACTED,0.0002,2026-07-22T14:25:00,2026-07-22T14:25:00,TRANSACTIONS
REL-0000422,ACC-000080,ACC-000081,TRANSACTED,0.0001,2026-07-21T19:00:00,2026-07-21T19:00:00,TRANSACTIONS
REL-0000423,ACC-000081,ACC-000082,TRANSACTED,0.0001,2026-07-21T19:44:00,2026-07-21T19:44:00,TRANSACTIONS
REL-0000424,ACC-000082,ACC-000083,TRANSACTED,0.0001,2026-07-21T19:58:00,2026-07-21T19:58:00,TRANSACTIONS
REL-0000425,ACC-000083,ACC-000001,TRANSACTED,0.0001,2026-07-21T20:40:00,2026-07-21T20:40:00,TRANSACTIONS
REL-0000426,ACC-000084,ACC-000085,TRANSACTED,0.0003,2026-08-04T09:00:00,2026-08-04T09:00:00,TRANSACTIONS
REL-0000427,ACC-000085,ACC-000086,TRANSACTED,0.0003,2026-08-04T09:13:00,2026-08-04T09:13:00,TRANSACTIONS
REL-0000428,ACC-000086,ACC-000087,TRANSACTED,0.0003,2026-08-04T09:37:00,2026-08-04T09:37:00,TRANSACTIONS
REL-0000429,ACC-000087,ACC-000001,TRANSACTED,0.0003,2026-08-04T09:59:00,2026-08-04T09:59:00,TRANSACTIONS
REL-0000430,ACC-000088,ACC-000089,TRANSACTED,0.0005,2026-08-17T15:00:00,2026-08-17T15:00:00,TRANSACTIONS
REL-0000431,ACC-000089,ACC-000090,TRANSACTED,0.0005,2026-08-17T15:13:00,2026-08-17T15:13:00,TRANSACTIONS
REL-0000432,ACC-000090,ACC-000091,TRANSACTED,0.0005,2026-08-17T15:57:00,2026-08-17T15:57:00,TRANSACTIONS
REL-0000433,ACC-000091,ACC-000001,TRANSACTED,0.0005,2026-08-17T16:23:00,2026-08-17T16:23:00,TRANSACTIONS
REL-0000434,ACC-000092,ACC-000093,TRANSACTED,0.0001,2026-07-21T13:00:00,2026-07-21T13:00:00,TRANSACTIONS
REL-0000435,ACC-000093,ACC-000094,TRANSACTED,0.0001,2026-07-21T13:06:00,2026-07-21T13:06:00,TRANSACTIONS
REL-0000436,ACC-000094,ACC-000095,TRANSACTED,0.0001,2026-07-21T13:35:00,2026-07-21T13:35:00,TRANSACTIONS
REL-0000437,ACC-000095,ACC-000001,TRANSACTED,0.0001,2026-07-21T14:10:00,2026-07-21T14:10:00,TRANSACTIONS
REL-0000438,ACC-000096,ACC-000097,TRANSACTED,0.0002,2026-07-25T20:00:00,2026-07-25T20:00:00,TRANSACTIONS
REL-0000439,ACC-000097,ACC-000098,TRANSACTED,0.0002,2026-07-25T20:12:00,2026-07-25T20:12:00,TRANSACTIONS
REL-0000440,ACC-000098,ACC-000099,TRANSACTED,0.0002,2026-07-25T20:46:00,2026-07-25T20:46:00,TRANSACTIONS
REL-0000441,ACC-000099,ACC-000001,TRANSACTED,0.0002,2026-07-25T20:49:00,2026-07-25T20:49:00,TRANSACTIONS
REL-0000442,ACC-000100,ACC-000101,TRANSACTED,0.0003,2026-08-07T10:00:00,2026-08-07T10:00:00,TRANSACTIONS
REL-0000443,ACC-000101,ACC-000102,TRANSACTED,0.0003,2026-08-07T10:32:00,2026-08-07T10:32:00,TRANSACTIONS
REL-0000444,ACC-000102,ACC-000103,TRANSACTED,0.0003,2026-08-07T11:14:00,2026-08-07T11:14:00,TRANSACTIONS
REL-0000445,ACC-000103,ACC-000001,TRANSACTED,0.0003,2026-08-07T11:22:00,2026-08-07T11:22:00,TRANSACTIONS
REL-0000446,ACC-000104,ACC-000105,TRANSACTED,0.0003,2026-07-30T11:00:00,2026-07-30T11:00:00,TRANSACTIONS
REL-0000447,ACC-000105,ACC-000106,TRANSACTED,0.0003,2026-07-30T11:12:00,2026-07-30T11:12:00,TRANSACTIONS
REL-0000448,ACC-000106,ACC-000107,TRANSACTED,0.0003,2026-07-30T11:24:00,2026-07-30T11:24:00,TRANSACTIONS
REL-0000449,ACC-000107,ACC-000108,TRANSACTED,0.0003,2026-07-30T11:55:00,2026-07-30T11:55:00,TRANSACTIONS
REL-0000450,ACC-000108,ACC-000001,TRANSACTED,0.0003,2026-07-30T12:28:00,2026-07-30T12:28:00,TRANSACTIONS
REL-0000451,ACC-000109,ACC-000110,TRANSACTED,0.0006,2026-08-16T17:00:00,2026-08-16T17:00:00,TRANSACTIONS
REL-0000452,ACC-000110,ACC-000111,TRANSACTED,0.0006,2026-08-16T17:16:00,2026-08-16T17:16:00,TRANSACTIONS
REL-0000453,ACC-000111,ACC-000112,TRANSACTED,0.0006,2026-08-16T17:54:00,2026-08-16T17:54:00,TRANSACTIONS
REL-0000454,ACC-000112,ACC-000001,TRANSACTED,0.0006,2026-08-16T18:25:00,2026-08-16T18:25:00,TRANSACTIONS
REL-0000455,ACC-000113,ACC-000114,TRANSACTED,0.0004,2026-08-13T20:00:00,2026-08-13T20:00:00,TRANSACTIONS
REL-0000456,ACC-000114,ACC-000115,TRANSACTED,0.0004,2026-08-13T20:15:00,2026-08-13T20:15:00,TRANSACTIONS
REL-0000457,ACC-000115,ACC-000116,TRANSACTED,0.0004,2026-08-13T20:48:00,2026-08-13T20:48:00,TRANSACTIONS
REL-0000458,ACC-000116,ACC-000001,TRANSACTED,0.0004,2026-08-13T21:10:00,2026-08-13T21:10:00,TRANSACTIONS
REL-0000459,ACC-000117,ACC-000118,TRANSACTED,0.0004,2026-08-13T11:00:00,2026-08-13T11:00:00,TRANSACTIONS
REL-0000460,ACC-000118,ACC-000119,TRANSACTED,0.0004,2026-08-13T11:15:00,2026-08-13T11:15:00,TRANSACTIONS
REL-0000461,ACC-000119,ACC-000120,TRANSACTED,0.0004,2026-08-13T11:23:00,2026-08-13T11:23:00,TRANSACTIONS
REL-0000462,ACC-000120,ACC-000121,TRANSACTED,0.0004,2026-08-13T11:30:00,2026-08-13T11:30:00,TRANSACTIONS
