call_id,caller_phone_id,receiver_phone_id,timestamp,duration_seconds,tower_location_id,source_evidence_file_id
CALL-0000293,PH-000007,PH-000056,2026-08-03T00:13:00,101,TOWER-Rangareddy,
CALL-0000294,PH-000007,PH-000057,2026-07-21T00:17:00,243,TOWER-Rangareddy,
CALL-0000295,PH-000007,PH-000057,2026-07-21T00:03:00,223,TOWER-Rangareddy,
CALL-0000296,PH-000007,PH-000058,2026-07-22T00:28:00,143,TOWER-Rangareddy,
CALL-0000297,PH-000007,PH-000058,2026-07-22T00:18:00,170,TOWER-Rangareddy,
CALL-0000298,PH-000007,PH-000059,2026-07-21T00:27:00,143,TOWER-Rangareddy,
CALL-0000299,PH-000007,PH-000059,2026-07-21T00:27:00,295,TOWER-Rangareddy,
CALL-0000300,PH-000007,PH-000060,2026-07-25T00:18:00,291,TOWER-Rangareddy,
CALL-0000301,PH-000007,PH-000060,2026-07-25T00:27:00,36,TOWER-Rangareddy,
CALL-0000302,PH-000007,PH-000060,2026-07-25T00:19:00,122,TOWER-Rangareddy,
CALL-0000303,PH-000007,PH-000061,2026-07-27T00:24:00,256,TOWER-Rangareddy,
CALL-0000304,PH-000007,PH-000061,2026-07-27T00:06:00,176,TOWER-Rangareddy,
CALL-0000305,PH-000007,PH-000061,2026-07-27T00:15:00,230,TOWER-Rangareddy,
CALL-0000306,PH-000007,PH-000062,2026-07-31T00:29:00,154,TOWER-Rangareddy,
CALL-0000307,PH-000007,PH-000062,2026-07-31T00:05:00,226,TOWER-Rangareddy,
CALL-0000308,PH-000007,PH-000062,2026-07-31T00:21:00,103,TOWER-Rangareddy,
CALL-0000309,PH-000007,PH-000063,2026-07-26T00:21:00,197,TOWER-Rangareddy,
CALL-0000310,PH-000007,PH-000063,2026-07-26T00:28:00,83,TOWER-Rangareddy,
CALL-0000311,PH-000007,PH-000064,2026-07-22T00:26:00,128,TOWER-Rangareddy,
CALL-0000312,PH-000007,PH-000064,2026-07-22T00:24:00,295,TOWER-Rangareddy,
CALL-0000313,PH-000007,PH-000064,2026-07-22T00:10:00,162,TOWER-Rangareddy,
CALL-0000314,PH-000007,PH-000065,2026-07-22T00:11:00,185,TOWER-Rangareddy,
CALL-0000315,PH-000007,PH-000065,2026-07-22T00:01:00,152,TOWER-Rangareddy,
CALL-0000316,PH-000007,PH-000066,2026-07-26T00:15:00,234,TOWER-Rangareddy,
CALL-0000317,PH-000007,PH-000066,2026-07-26T00:06:00,204,TOWER-Rangareddy,
CALL-0000318,PH-000007,PH-000066,2026-07-26T00:24:00,202,TOWER-Rangareddy,
CALL-0000319,PH-000007,PH-000067,2026-07-29T00:07:00,250,TOWER-Rangareddy,
CALL-0000320,PH-000007,PH-000068,2026-07-28T00:21:00,161,TOWER-Rangareddy,
CALL-0000321,PH-000007,PH-000069,2026-07-21T00:07:00,173,TOWER-Rangareddy,
CALL-0000322,PH-000007,PH-000069,2026-07-21T00:29:00,60,TOWER-Rangareddy,
CALL-0000323,PH-000007,PH-000070,2026-08-04T00:12:00,132,TOWER-Rangareddy,
CALL-0000324,PH-000007,PH-000070,2026-08-04T00:00:00,32,TOWER-Rangareddy,
CALL-0000325,PH-000007,PH-000070,2026-08-04T00:11:00,124,TOWER-Rangareddy,
CALL-0000326,PH-000007,PH-000071,2026-08-03T00:01:00,152,TOWER-Rangareddy,
CALL-0000327,PH-000007,PH-000072,2026-07-22T00:30:00,118,TOWER-Rangareddy,
CALL-0000328,PH-000007,PH-000072,2026-07-22T00:04:00,166,TOWER-Rangareddy,
CALL-0000329,PH-000007,PH-000073,2026-07-29T00:08:00,210,TOWER-Rangareddy,
CALL-0000330,PH-000007,PH-000074,2026-07-26T00:20:00,283,TOWER-Rangareddy,
CALL-0000331,PH-000007,PH-000074,2026-07-26T00:19:00,216,TOWER-Rangareddy,
CALL-0000332,PH-000007,PH-000074,2026-07-26T00:04:00,125,TOWER-Rangareddy,
CALL-0000333,PH-000007,PH-000075,2026-07-23T00:07:00,161,TOWER-Rangareddy,
CALL-0000334,PH-000007,PH-000075,2026-07-23T00:23:00,50,TOWER-Rangareddy,
CALL-0000335,PH-000007,PH-000076,2026-07-29T00:29:00,298,TOWER-Rangareddy,
CALL-0000336,PH-000007,PH-000076,2026-07-29T00:01:00,204,TOWER-Rangareddy,
CALL-0000337,PH-000007,PH-000077,2026-08-04T00:00:00,241,TOWER-Rangareddy,
CALL-0000338,PH-000007,PH-000077,2026-08-04T00:28:00,231,TOWER-Rangareddy,
CALL-0000339,PH-000007,PH-000078,2026-08-03T00:06:00,281,TOWER-Rangareddy,
CALL-0000340,PH-000007,PH-000078,2026-08-03T00:30:00,81,TOWER-Rangareddy,
CALL-0000341,PH-000007,PH-000078,2026-08-03T00:20:00,46,TOWER-Rangareddy,
CALL-0000342,PH-000007,PH-000079,2026-07-26T00:10:00,50,TOWER-Rangareddy,
CALL-0000343,PH-000007,PH-000080,2026-07-27T00:13:00,282,TOWER-Rangareddy,
CALL-0000344,PH-000007,PH-000081,2026-07-27T00:20:00,65,TOWER-Rangareddy,
CALL-0000345,PH-000007,PH-000082,2026-07-25T00:17:00,261,TOWER-Rangareddy,
CALL-0000346,PH-000007,PH-000083,2026-07-26T00:06:00,216,TOWER-Rangareddy,
CALL-0000347,PH-000007,PH-000084,2026-07-25T00:10:00,66,TOWER-Rangareddy,
CALL-0000348,PH-000007,PH-000084,2026-07-25T00:10:00,121,TOWER-Rangareddy,
CALL-0000349,PH-000007,PH-000085,2026-07-21T00:23:00,100,TOWER-Rangareddy,
CALL-0000350,PH-000007,PH-000085,2026-07-21T00:09:00,246,TOWER-Rangareddy,
CALL-0000351,PH-000007,PH-000086,2026-07-24T00:26:00,101,TOWER-Rangareddy,
CALL-0000352,PH-000007,PH-000086,2026-07-24T00:22:00,118,TOWER-Rangareddy,
CALL-0000353,PH-000007,PH-000086,2026-07-24T00:29:00,138,TOWER-Rangareddy,
CALL-0000354,PH-000007,PH-000087,2026-07-23T00:07:00,284,TOWER-Rangareddy,
CALL-0000355,PH-000007,PH-000087,2026-07-23T00:23:00,32,TOWER-Rangareddy,
CALL-0000356,PH-000007,PH-000087,2026-07-23T00:23:00,210,TOWER-Rangareddy,
CALL-0000357,PH-000007,PH-000088,2026-07-29T00:21:00,200,TOWER-Rangareddy,
CALL-0000358,PH-000007,PH-000088,2026-07-29T00:06:00,255,TOWER-Rangareddy,
CALL-0000359,PH-000007,PH-000088,2026-07-29T00:14:00,184,TOWER-Rangareddy,
CALL-0000360,PH-000007,PH-000089,2026-07-21T00:07:00,234,TOWER-Rangareddy,
CALL-0000361,PH-000007,PH-000089,2026-07-21T00:25:00,54,TOWER-Rangareddy,
CALL-0000362,PH-000007,PH-000089,2026-07-21T00:25:00,84,TOWER-Rangareddy,
CALL-0000363,PH-000007,PH-000090,2026-07-24T00:26:00,90,TOWER-Rangareddy,
CALL-0000364,PH-000007,PH-000091,2026-07-23T00:21:00,174,TOWER-Rangareddy,
CALL-0000365,PH-000007,PH-000091,2026-07-23T00:26:00,112,TOWER-Rangareddy,
CALL-0000366,PH-000007,PH-000091,2026-07-23T00:10:00,150,TOWER-Rangareddy,
CALL-0000367,PH-000007,PH-000092,2026-07-23T00:17:00,86,TOWER-Rangareddy,
CALL-0000368,PH-000007,PH-000092,2026-07-23T00:17:00,230,TOWER-Rangareddy,
CALL-0000369,PH-000007,PH-000092,2026-07-23T00:18:00,179,TOWER-Rangareddy,
CALL-0000370,PH-000007,PH-000093,2026-08-03T00:26:00,187,TOWER-Rangareddy,
CALL-0000371,PH-000007,PH-000093,2026-08-03T00:08:00,173,TOWER-Rangareddy,
CALL-0000372,PH-000007,PH-000093,2026-08-03T00:06:00,35,TOWER-Rangareddy,
CALL-0000373,PH-000007,PH-000094,2026-08-04T00:02:00,171,TOWER-Rangareddy,
CALL-0000374,PH-000007,PH-000095,2026-07-27T00:20:00,33,TOWER-Rangareddy,
CALL-0000375,PH-000007,PH-000096,2026-07-21T00:18:00,213,TOWER-Rangareddy,
CALL-0000376,PH-000007,PH-000096,2026-07-21T00:27:00,67,TOWER-Rangareddy,
CALL-0000377,PH-000007,PH-000097,2026-07-21T00:01:00,135,TOWER-Rangareddy,
CALL-0000378,PH-000007,PH-000098,2026-08-01T00:02:00,139,TOWER-Rangareddy,
CALL-0000379,PH-000007,PH-000098,2026-08-01T00:16:00,76,TOWER-Rangareddy,
CALL-0000380,PH-000007,PH-000099,2026-07-22T00:04:00,188,TOWER-Rangareddy,
CALL-0000381,PH-000007,PH-000099,2026-07-22T00:03:00,155,TOWER-Rangareddy,
CALL-0000382,PH-000007,PH-000100,2026-07-26T00:07:00,298,TOWER-Rangareddy,
CALL-0000383,PH-000007,PH-000101,2026-07-29T00:01:00,280,TOWER-Rangareddy,
CALL-0000384,PH-000007,PH-000101,2026-07-29T00:10:00,286,TOWER-Rangareddy,
CALL-0000385,PH-000007,PH-000102,2026-07-29T00:21:00,89,TOWER-Rangareddy,
CALL-0000386,PH-000007,PH-000102,2026-07-29T00:22:00,244,TOWER-Rangareddy,
CALL-0000387,PH-000007,PH-000103,2026-07-25T00:17:00,207,TOWER-Rangareddy,
CALL-0000388,PH-000007,PH-000104,2026-07-30T00:25:00,289,TOWER-Rangareddy,
CALL-0000389,PH-000007,PH-000105,2026-07-30T00:28:00,277,TOWER-Rangareddy,
CALL-0000390,PH-000007,PH-000105,2026-07-30T00:16:00,260,TOWER-Rangareddy,
CALL-0000391,PH-000007,PH-000106,2026-07-31T00:19:00,293,TOWER-Rangareddy,
CALL-0000392,PH-000007,PH-000106,2026-07-31T00:07:00,287,TOWER-Rangareddy,
CALL-0000393,PH-000007,PH-000106,2026-07-31T00:11:00,264,TOWER-Rangareddy,
CALL-0000394,PH-000007,PH-000107,2026-08-04T00:05:00,154,TOWER-Rangareddy,
CALL-0000395,PH-000007,PH-000108,2026-07-24T00:22:00,230,TOWER-Rangareddy,
CALL-0000396,PH-000007,PH-000108,2026-07-24T00:17:00,185,TOWER-Rangareddy,
CALL-0000397,PH-000007,PH-000108,2026-07-24T00:25:00,225,TOWER-Rangareddy,
CALL-0000398,PH-000007,PH-000109,2026-07-26T00:07:00,93,TOWER-Rangareddy,
CALL-0000399,PH-000007,PH-000109,2026-07-26T00:13:00,297,TOWER-Rangareddy,
CALL-0000400,PH-000007,PH-000110,2026-07-25T00:23:00,44,TOWER-Rangareddy,
CALL-0000401,PH-000007,PH-000110,2026-07-25T00:15:00,247,TOWER-Rangareddy,
CALL-0000402,PH-000007,PH-000111,2026-08-03T00:26:00,133,TOWER-Rangareddy,
CALL-0000403,PH-000007,PH-000111,2026-08-03T00:09:00,274,TOWER-Rangareddy,
CALL-0000404,PH-000007,PH-000111,2026-08-03T00:01:00,186,TOWER-Rangareddy,
CALL-0000405,PH-000007,PH-000112,2026-07-27T00:24:00,208,TOWER-Rangareddy,
CALL-0000406,PH-000007,PH-000112,2026-07-27T00:07:00,185,TOWER-Rangareddy,
CALL-0000407,PH-000007,PH-000113,2026-07-24T00:30:00,116,TOWER-Rangareddy,
CALL-0000408,PH-000007,PH-000114,2026-07-21T00:19:00,119,TOWER-Rangareddy,
CALL-0000409,PH-000007,PH-000115,2026-07-21T00:26:00,198,TOWER-Rangareddy,
CALL-0000410,PH-000007,PH-000116,2026-07-26T00:14:00,58,TOWER-Rangareddy,
CALL-0000411,PH-000007,PH-000116,2026-07-26T00:04:00,39,TOWER-Rangareddy,
CALL-0000412,PH-000007,PH-000116,2026-07-26T00:08:00,159,TOWER-Rangareddy,
CALL-0000413,PH-000007,PH-000117,2026-08-02T00:27:00,159,TOWER-Rangareddy,
CALL-0000414,PH-000007,PH-000118,2026-07-21T00:08:00,196,TOWER-Rangareddy,
CALL-0000415,PH-000007,PH-000119,2026-07-24T00:12:00,198,TOWER-Rangareddy,
CALL-0000416,PH-000007,PH-000120,2026-07-24T00:00:00,99,TOWER-Rangareddy,
CALL-0000417,PH-000007,PH-000121,2026-07-26T00:01:00,215,TOWER-Rangareddy,
CALL-0000418,PH-000007,PH-000121,2026-07-26T00:29:00,180,TOWER-Rangareddy,
CALL-0000419,PH-000007,PH-000122,2026-07-27T00:24:00,134,TOWER-Rangareddy,
CALL-0000420,PH-000007,PH-000123,2026-07-29T00:08:00,100,TOWER-Rangareddy,
CALL-0000421,PH-000007,PH-000123,2026-07-29T00:10:00,159,TOWER-Rangareddy,
CALL-0000422,PH-000007,PH-000123,2026-07-29T00:09:00,162,TOWER-Rangareddy,
CALL-0000423,PH-000007,PH-000124,2026-07-28T00:14:00,97,TOWER-Rangareddy,
CALL-0000424,PH-000007,PH-000124,2026-07-28T00:05:00,293,TOWER-Rangareddy,
CALL-0000425,PH-000007,PH-000124,2026-07-28T00:29:00,234,TOWER-Rangareddy,
CALL-0000426,PH-000007,PH-000125,2026-08-01T00:28:00,114,TOWER-Rangareddy,
CALL-0000427,PH-000007,PH-000125,2026-08-01T00:17:00,92,TOWER-Rangareddy,
CALL-0000428,PH-000007,PH-000126,2026-07-21T00:20:00,292,TOWER-Rangareddy,
CALL-0000429,PH-000007,PH-000126,2026-07-21T00:03:00,130,TOWER-Rangareddy,
CALL-0000430,PH-000007,PH-000126,2026-07-21T00:03:00,264,TOWER-Rangareddy,
CALL-0000431,PH-000007,PH-000127,2026-07-29T00:05:00,222,TOWER-Rangareddy,
CALL-0000432,PH-000007,PH-000127,2026-07-29T00:28:00,237,TOWER-Rangareddy,
CALL-0000433,PH-000007,PH-000128,2026-07-21T00:03:00,31,TOWER-Rangareddy,
CALL-0000434,PH-000007,PH-000128,2026-07-21T00:08:00,34,TOWER-Rangareddy,
CALL-0000435,PH-000007,PH-000129,2026-08-04T00:09:00,45,TOWER-Rangareddy,
CALL-0000436,PH-000007,PH-000130,2026-08-02T00:13:00,77,TOWER-Rangareddy,
CALL-0000437,PH-000007,PH-000130,2026-08-02T00:27:00,109,TOWER-Rangareddy,
CALL-0000438,PH-000007,PH-000131,2026-08-03T00:28:00,232,TOWER-Rangareddy,
CALL-0000439,PH-000007,PH-000132,2026-07-29T00:04:00,297,TOWER-Rangareddy,
CALL-0000440,PH-000007,PH-000132,2026-07-29T00:02:00,234,TOWER-Rangareddy,
CALL-0000441,PH-000007,PH-000132,2026-07-29T00:30:00,155,TOWER-Rangareddy,
CALL-0000442,PH-000007,PH-000133,2026-07-22T00:11:00,182,TOWER-Rangareddy,
CALL-0000443,PH-000007,PH-000133,2026-07-22T00:15:00,195,TOWER-Rangareddy,
CALL-0000444,PH-000007,PH-000133,2026-07-22T00:26:00,73,TOWER-Rangareddy,
CALL-0000445,PH-000007,PH-000134,2026-07-28T00:13:00,133,TOWER-Rangareddy,
CALL-0000446,PH-000007,PH-000134,2026-07-28T00:04:00,115,TOWER-Rangareddy,
CALL-0000447,PH-000007,PH-000135,2026-07-26T00:08:00,184,TOWER-Rangareddy,
CALL-0000448,PH-000007,PH-000136,2026-08-03T00:17:00,226,TOWER-Rangareddy,
CALL-0000449,PH-000007,PH-000136,2026-08-03T00:26:00,265,TOWER-Rangareddy,
CALL-0000450,PH-000007,PH-000137,2026-07-31T00:10:00,290,TOWER-Rangareddy,
CALL-0000451,PH-000007,PH-000138,2026-07-22T00:14:00,276,TOWER-Rangareddy,
CALL-0000452,PH-000007,PH-000139,2026-08-04T00:20:00,275,TOWER-Rangareddy,
CALL-0000453,PH-000007,PH-000139,2026-08-04T00:15:00,40,TOWER-Rangareddy,
CALL-0000454,PH-000007,PH-000139,2026-08-04T00:01:00,216,TOWER-Rangareddy,
CALL-0000455,PH-000007,PH-000140,2026-07-30T00:04:00,261,TOWER-Rangareddy,
CALL-0000456,PH-000007,PH-000140,2026-07-30T00:24:00,158,TOWER-Rangareddy,
CALL-0000457,PH-000007,PH-000141,2026-07-25T00:19:00,113,TOWER-Rangareddy,
CALL-0000458,PH-000007,PH-000141,2026-07-25T00:18:00,58,TOWER-Rangareddy,
CALL-0000459,PH-000007,PH-000142,2026-07-23T00:15:00,194,TOWER-Rangareddy,
CALL-0000460,PH-000007,PH-000142,2026-07-23T00:27:00,242,TOWER-Rangareddy,
CALL-0000461,PH-000007,PH-000142,2026-07-23T00:25:00,206,TOWER-Rangareddy,
CALL-0000462,PH-000007,PH-000143,2026-08-04T00:14:00,66,TOWER-Rangareddy,
CALL-0000463,PH-000007,PH-000143,2026-08-04T00:24:00,272,TOWER-Rangareddy,
CALL-0000464,PH-000007,PH-000144,2026-07-25T00:04:00,38,TOWER-Rangareddy,
CALL-0000465,PH-000007,PH-000145,2026-07-22T00:18:00,224,TOWER-Rangareddy,
CALL-0000466,PH-000007,PH-000145,2026-07-22T00:03:00,260,TOWER-Rangareddy,
CALL-0000467,PH-000007,PH-000145,2026-07-22T00:27:00,30,TOWER-Rangareddy,
CALL-0000468,PH-000007,PH-000146,2026-07-31T00:20:00,43,TOWER-Rangareddy,
CALL-0000469,PH-000007,PH-000147,2026-08-02T00:25:00,55,TOWER-Rangareddy,
CALL-0000470,PH-000007,PH-000147,2026-08-02T00:03:00,105,TOWER-Rangareddy,
CALL-0000471,PH-000007,PH-000148,2026-07-30T00:06:00,113,TOWER-Rangareddy,
CALL-0000472,PH-000007,PH-000148,2026-07-30T00:12:00,214,TOWER-Rangareddy,
CALL-0000473,PH-000007,PH-000148,2026-07-30T00:29:00,157,TOWER-Rangareddy,
CALL-0000474,PH-000007,PH-000149,2026-07-27T00:06:00,123,TOWER-Rangareddy,
CALL-0000475,PH-000007,PH-000150,2026-07-27T00:30:00,151,TOWER-Rangareddy,
CALL-0000476,PH-000007,PH-000150,2026-07-27T00:17:00,103,TOWER-Rangareddy,
CALL-0000477,PH-000007,PH-000150,2026-07-27T00:20:00,136,TOWER-Rangareddy,
CALL-0000478,PH-000007,PH-000151,2026-07-28T00:28:00,243,TOWER-Rangareddy,
CALL-0000479,PH-000007,PH-000152,2026-07-28T00:14:00,109,TOWER-Rangareddy,
CALL-0000480,PH-000007,PH-000153,2026-08-05T00:08:00,250,TOWER-Rangareddy,
CALL-0000481,PH-000007,PH-000154,2026-07-27T00:05:00,208,TOWER-Rangareddy,
CALL-0000482,PH-000007,PH-000154,2026-07-27T00:01:00,194,TOWER-Rangareddy,
CALL-0000483,PH-000007,PH-000155,2026-08-05T00:00:00,138,TOWER-Rangareddy,
CALL-0000484,PH-000007,PH-000156,2026-07-29T00:01:00,188,TOWER-Rangareddy,
CALL-0000485,PH-000007,PH-000156,2026-07-29T00:15:00,132,TOWER-Rangareddy,
CALL-0000486,PH-000007,PH-000156,2026-07-29T00:28:00,186,TOWER-Rangareddy,
CALL-0000487,PH-000007,PH-000157,2026-08-03T00:18:00,194,TOWER-Rangareddy,
CALL-0000488,PH-000007,PH-000157,2026-08-03T00:16:00,57,TOWER-Rangareddy,
CALL-0000489,PH-000007,PH-000158,2026-07-26T00:05:00,103,TOWER-Rangareddy,
CALL-0000490,PH-000007,PH-000158,2026-07-26T00:16:00,136,TOWER-Rangareddy,
CALL-0000491,PH-000007,PH-000159,2026-07-31T00:12:00,82,TOWER-Rangareddy,
CALL-0000492,PH-000007,PH-000159,2026-07-31T00:19:00,114,TOWER-Rangareddy,
CALL-0000493,PH-000007,PH-000160,2026-07-23T00:16:00,276,TOWER-Rangareddy,
CALL-0000494,PH-000007,PH-000161,2026-08-05T00:21:00,169,TOWER-Rangareddy,
CALL-0000495,PH-000007,PH-000161,2026-08-05T00:14:00,194,TOWER-Rangareddy,
CALL-0000496,PH-000007,PH-000161,2026-08-05T00:06:00,168,TOWER-Rangareddy,
CALL-0000497,PH-000007,PH-000162,2026-07-26T00:22:00,215,TOWER-Rangareddy,
CALL-0000498,PH-000007,PH-000163,2026-07-30T00:08:00,72,TOWER-Rangareddy,
CALL-0000499,PH-000007,PH-000163,2026-07-30T00:06:00,122,TOWER-Rangareddy,
CALL-0000500,PH-000007,PH-000164,2026-07-29T00:15:00,149,TOWER-Rangareddy,
CALL-0000501,PH-000007,PH-000164,2026-07-29T00:27:00,51,TOWER-Rangareddy,
CALL-0000502,PH-000007,PH-000164,2026-07-29T00:27:00,255,TOWER-Rangareddy,
CALL-0000503,PH-000007,PH-000165,2026-07-26T00:07:00,117,TOWER-Rangareddy,
CALL-0000504,PH-000007,PH-000166,2026-07-22T00:19:00,268,TOWER-Rangareddy,
CALL-0000505,PH-000007,PH-000167,2026-08-03T00:02:00,245,TOWER-Rangareddy,
CALL-0000506,PH-000007,PH-000167,2026-08-03T00:27:00,173,TOWER-Rangareddy,
CALL-0000507,PH-000007,PH-000168,2026-07-22T00:12:00,41,TOWER-Rangareddy,
CALL-0000508,PH-000007,PH-000169,2026-07-25T00:30:00,151,TOWER-Rangareddy,
CALL-0000509,PH-000007,PH-000170,2026-08-02T00:08:00,121,TOWER-Rangareddy,
CALL-0000510,PH-000007,PH-000170,2026-08-02T00:19:00,169,TOWER-Rangareddy,
CALL-0000511,PH-000007,PH-000170,2026-08-02T00:07:00,210,TOWER-Rangareddy,
CALL-0000512,PH-000007,PH-000171,2026-08-04T00:26:00,125,TOWER-Rangareddy,
CALL-0000513,PH-000007,PH-000171,2026-08-04T00:25:00,277,TOWER-Rangareddy,
CALL-0000514,PH-000007,PH-000172,2026-08-01T00:24:00,148,TOWER-Rangareddy,
CALL-0000515,PH-000007,PH-000172,2026-08-01T00:23:00,292,TOWER-Rangareddy,
CALL-0000516,PH-000007,PH-000172,2026-08-01T00:17:00,120,TOWER-Rangareddy,
CALL-0000517,PH-000007,PH-000173,2026-08-04T00:27:00,130,TOWER-Rangareddy,
CALL-0000518,PH-000007,PH-000173,2026-08-04T00:23:00,289,TOWER-Rangareddy,
CALL-0000519,PH-000007,PH-000173,2026-08-04T00:06:00,144,TOWER-Rangareddy,
CALL-0000520,PH-000007,PH-000174,2026-08-01T00:25:00,221,TOWER-Rangareddy,
CALL-0000521,PH-000007,PH-000174,2026-08-01T00:25:00,184,TOWER-Rangareddy,
CALL-0000522,PH-000007,PH-000174,2026-08-01T00:14:00,225,TOWER-Rangareddy,
CALL-0000523,PH-000007,PH-000175,2026-08-05T00:14:00,288,TOWER-Rangareddy,
CALL-0000524,PH-000007,PH-000175,2026-08-05T00:16:00,223,TOWER-Rangareddy,
CALL-0000525,PH-000007,PH-000175,2026-08-05T00:08:00,218,TOWER-Rangareddy,
CALL-0000526,PH-000007,PH-000176,2026-07-28T00:12:00,269,TOWER-Rangareddy,
CALL-0000527,PH-000007,PH-000176,2026-07-28T00:12:00,161,TOWER-Rangareddy,
CALL-0000528,PH-000007,PH-000176,2026-07-28T00:06:00,170,TOWER-Rangareddy,
CALL-0000529,PH-000007,PH-000177,2026-07-21T00:08:00,85,TOWER-Rangareddy,
CALL-0000530,PH-000007,PH-000177,2026-07-21T00:24:00,102,TOWER-Rangareddy,
CALL-0000531,PH-000007,PH-000177,2026-07-21T00:26:00,162,TOWER-Rangareddy,
CALL-0000532,PH-000007,PH-000178,2026-07-28T00:02:00,223,TOWER-Rangareddy,
CALL-0000533,PH-000007,PH-000178,2026-07-28T00:18:00,236,TOWER-Rangareddy,
CALL-0000534,PH-000007,PH-000179,2026-07-23T00:13:00,257,TOWER-Rangareddy,
CALL-0000535,PH-000007,PH-000179,2026-07-23T00:08:00,207,TOWER-Rangareddy,
CALL-0000536,PH-000007,PH-000179,2026-07-23T00:09:00,148,TOWER-Rangareddy,
CALL-0000537,PH-000007,PH-000180,2026-08-02T00:12:00,147,TOWER-Rangareddy,
CALL-0000538,PH-000007,PH-000180,2026-08-02T00:09:00,173,TOWER-Rangareddy,
CALL-0000539,PH-000007,PH-000180,2026-08-02T00:21:00,34,TOWER-Rangareddy,
CALL-0000540,PH-000007,PH-000181,2026-07-25T00:24:00,162,TOWER-Rangareddy,
CALL-0000541,PH-000007,PH-000181,2026-07-25T00:09:00,80,TOWER-Rangareddy,
CALL-0000542,PH-000007,PH-000182,2026-07-27T00:00:00,227,TOWER-Rangareddy,
CALL-0000543,PH-000007,PH-000183,2026-08-05T00:18:00,104,TOWER-Rangareddy,
CALL-0000544,PH-000007,PH-000183,2026-08-05T00:12:00,103,TOWER-Rangareddy,
CALL-0000545,PH-000007,PH-000183,2026-08-05T00:30:00,173,TOWER-Rangareddy,
CALL-0000546,PH-000007,PH-000184,2026-07-26T00:21:00,171,TOWER-Rangareddy,
CALL-0000547,PH-000007,PH-000185,2026-08-02T00:10:00,183,TOWER-Rangareddy,
CALL-0000548,PH-000007,PH-000185,2026-08-02T00:03:00,201,TOWER-Rangareddy,
CALL-0000549,PH-000007,PH-000185,2026-08-02T00:00:00,161,TOWER-Rangareddy,
CALL-0000550,PH-000007,PH-000186,2026-07-30T00:30:00,143,TOWER-Rangareddy,
CALL-0000551,PH-000007,PH-000186,2026-07-30T00:01:00,47,TOWER-Rangareddy,
CALL-0000552,PH-000007,PH-000186,2026-07-30T00:23:00,42,TOWER-Rangareddy,
CALL-0000553,PH-000007,PH-000187,2026-08-03T00:18:00,172,TOWER-Rangareddy,
CALL-0000554,PH-000007,PH-000188,2026-08-02T00:29:00,269,TOWER-Rangareddy,
CALL-0000555,PH-000007,PH-000188,2026-08-02T00:23:00,232,TOWER-Rangareddy,
CALL-0000556,PH-000007,PH-000189,2026-07-26T00:25:00,158,TOWER-Rangareddy,
CALL-0000557,PH-000007,PH-000189,2026-07-26T00:07:00,90,TOWER-Rangareddy,
CALL-0000558,PH-000007,PH-000189,2026-07-26T00:06:00,90,TOWER-Rangareddy,
CALL-0000559,PH-000007,PH-000190,2026-07-31T00:06:00,186,TOWER-Rangareddy,
CALL-0000560,PH-000007,PH-000190,2026-07-31T00:09:00,42,TOWER-Rangareddy,
CALL-0000561,PH-000007,PH-000190,2026-07-31T00:09:00,120,TOWER-Rangareddy,
CALL-0000562,PH-000007,PH-000191,2026-08-01T00:06:00,63,TOWER-Rangareddy,
CALL-0000563,PH-000007,PH-000192,2026-07-21T00:09:00,62,TOWER-Rangareddy,
CALL-0000564,PH-000007,PH-000192,2026-07-21T00:24:00,201,TOWER-Rangareddy,
CALL-0000565,PH-000007,PH-000192,2026-07-21T00:10:00,153,TOWER-Rangareddy,
CALL-0000566,PH-000007,PH-000193,2026-08-05T00:19:00,220,TOWER-Rangareddy,
CALL-0000567,PH-000007,PH-000193,2026-08-05T00:05:00,203,TOWER-Rangareddy,
CALL-0000568,PH-000007,PH-000194,2026-07-22T00:02:00,262,TOWER-Rangareddy,
CALL-0000569,PH-000007,PH-000194,2026-07-22T00:00:00,80,TOWER-Rangareddy,
CALL-0000570,PH-000007,PH-000195,2026-07-27T00:26:00,108,TOWER-Rangareddy,
CALL-0000571,PH-000007,PH-000195,2026-07-27T00:05:00,63,TOWER-Rangareddy,
CALL-0000572,PH-000007,PH-000196,2026-07-23T00:17:00,157,TOWER-Rangareddy,
CALL-0000573,PH-000007,PH-000197,2026-07-22T00:09:00,133,TOWER-Rangareddy,
CALL-0000574,PH-000007,PH-000197,2026-07-22T00:05:00,131,TOWER-Rangareddy,
CALL-0000575,PH-000007,PH-000197,2026-07-22T00:02:00,105,TOWER-Rangareddy,
CALL-0000576,PH-000007,PH-000198,2026-07-23T00:17:00,125,TOWER-Rangareddy,
CALL-0000577,PH-000007,PH-000198,2026-07-23T00:19:00,273,TOWER-Rangareddy,
CALL-0000578,PH-000007,PH-000199,2026-08-03T00:16:00,106,TOWER-Rangareddy,
CALL-0000579,PH-000007,PH-000200,2026-07-23T00:05:00,278,TOWER-Rangareddy,
CALL-0000580,PH-000007,PH-000200,2026-07-23T00:12:00,181,TOWER-Rangareddy,
CALL-0000581,PH-000007,PH-000201,2026-07-21T00:09:00,211,TOWER-Rangareddy,
CALL-0000582,PH-000007,PH-000201,2026-07-21T00:28:00,66,TOWER-Rangareddy,
